Section,Criteria,Topic1,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectOption,Description
Security,8.2.3,Human Threats,Just-in-time (JIT) access helps by:,Permanent admin rights,Time-bound privilege elevation,No logging,Shared admin accounts,b,Time-bound privilege elevation
Security,8.2.3,Human Threats,User activity monitoring is for:,Privacy violations,Detecting unusual/unauthorised actions,Theme changes,Wi-Fi speed,b,Detecting unusual/unauthorised actions
Security,8.2.3,Human Threats,Off-boarding checklists ensure:,Residual access remains,All access is removed promptly,New privileges assigned,Audits stop,b,All access is removed promptly
Security,8.2.3,Human Threats,"To mitigate disguised criminals onsite, staff should:",Allow free roaming,Accompany all visitors,Ignore badges,Share Wi-Fi passwords,b,Accompany all visitors
Security,8.2.3,Human Threats,Front-desk controls should include:,No ID checks,Checking visitor identification,Open door policy,Unmonitored access,b,Checking visitor identification
Security,8.2.3,Human Threats,Tailgating is:,Authorised escorting,Following someone into a secure area without auth,Badge scanning,Visitor logging,b,Following someone into a secure area without auth
Security,8.2.3,Human Threats,Mitigation for tailgating is:,Propping doors open,Mantraps/turnstiles and awareness,Removing CCTV,Guest accounts for all,b,Mantraps/turnstiles and awareness
Security,8.2.3,Human Threats,Locking unattended machines prevents:,Display burn-in,Opportunistic access to sessions,Battery drain,Printer jams,b,Opportunistic access to sessions
Security,8.2.3,Human Threats,Writing down passwords creates risk of:,Memory loss,Physical credential theft,Faster logins,Better UX,b,Physical credential theft
Security,8.2.3,Human Threats,Poor password management often means:,Password managers used,Reuse and simple passwords,Strong unique passphrases,MFA everywhere,b,Reuse and simple passwords
Security,8.2.3,Human Threats,A best practice for passwords is:,Share with trusted colleagues,Use a password manager and unique passphrases,Store in email drafts,Write on sticky notes,b,Use a password manager and unique passphrases
Security,8.2.3,Human Threats,Public displays of confidential data can be reduced by:,Privacy screens and clear desk policy,Bigger monitors,Open seating,No badges,a,Privacy screens and clear desk policy
Security,8.2.3,Human Threats,Phishing risk is lowered by:,Annual awareness and simulated exercises,Ignoring suspicious emails,Disabling spam filters,Posting creds online,a,Annual awareness and simulated exercises
Security,8.2.3,Human Threats,Shadow IT risk is mitigated by:,Encouraging unapproved apps,"Clear policy, approved tools, monitoring",No asset inventory,Public sharing,b,"Clear policy, approved tools, monitoring"
Security,8.2.3,Human Threats,Regular updates of endpoint protection help to:,Reduce detection,Maintain current threat signatures,Increase false positives,Disable logging,b,Maintain current threat signatures
Security,8.2.3,Human Threats,Secure workspace habits include:,Leaving screens unlocked,Using cable locks and locking rooms,Sharing badges,Propping doors open,b,Using cable locks and locking rooms
Security,8.2.4,Physical Threats,What is the primary purpose of an entry control system-,Improve office décor,Authenticate and authorize physical access,Speed up internet,Reduce payroll,b,Authenticate and authorize physical access
Security,8.2.4,Physical Threats,A building with no controlled entrances is vulnerable to:,Tailgating and unauthorized entry,Better ventilation,Lower power use,Faster lifts,a,Tailgating and unauthorized entry
Security,8.2.4,Physical Threats,Which control best enforces one-person-at-a-time entry-,Open turnstiles,Mantraps/airlocks,Wide-open doors,Unattended revolving doors,b,Mantraps/airlocks
Security,8.2.4,Physical Threats,Badge + PIN at doors is an example of:,Single-factor auth,Two-factor/dual-factor physical authentication,No authentication,Social engineering,b,Two-factor/dual-factor physical authentication
Security,8.2.4,Physical Threats,Visitor badges should be:,Unlabelled,Time-bound and visibly distinct,Shared with staff,Permanent,b,Time-bound and visibly distinct
Security,8.2.4,Physical Threats,A sign-in/out log at reception helps to:,Track canteen usage,Maintain audit trail of building access,Speed up printing,Reduce lighting,b,Maintain audit trail of building access
Security,8.2.4,Physical Threats,Tailgating occurs when:,A visitor waits for escort,An unauthorized person follows someone into a secure area,A badge is scanned twice,A door is locked,b,An unauthorized person follows someone into a secure area
Security,8.2.4,Physical Threats,A mitigation for tailgating is:,Holding doors open,Mantraps/turnstiles and staff awareness,Removing CCTV,Using shared badges,b,Mantraps/turnstiles and staff awareness
Security,8.2.4,Physical Threats,Access codes should be:,Simple like 1234,Complex and unique,Shared across teams,Written on the keypad,b,Complex and unique
Security,8.2.4,Physical Threats,Why change door codes regularly-,To confuse staff,To reduce HVAC use,To limit risk if codes are disclosed,To improve décor,c,To limit risk if codes are disclosed
Security,8.2.4,Physical Threats,Monitoring access areas helps to:,Reduce email spam,Detect suspicious entry patterns,Improve Wi-Fi,Speed up elevators,b,Detect suspicious entry patterns
Security,8.2.4,Physical Threats,CCTV should cover:,Random hallways only,"Entry points, server rooms, loading bays",Cafeteria only,Parking meters,b,"Entry points, server rooms, loading bays"
Security,8.2.4,Physical Threats,Periodic audits of staff access rights ensure:,Faster payroll,Least privilege and removal of stale access,More spam,Open access for all,b,Least privilege and removal of stale access
Security,8.2.4,Physical Threats,Least privilege in physical security means:,Everyone gets a master key,Access only to areas required for the role,Visitors roam freely,All doors unlocked,b,Access only to areas required for the role
Security,8.2.4,Physical Threats,Shared access codes are:,Traceable to individuals,A good best practice,Discouraged because accountability is lost,Required by law,c,Discouraged because accountability is lost
Security,8.2.4,Physical Threats,A door left propped open creates risk of:,Energy savings,Unauthorized entry and theft,Faster deliveries,Lower noise,b,Unauthorized entry and theft
Security,8.2.4,Physical Threats,Badge tailgating alarms trigger when:,Two people enter on one scan,A badge is expired,A door is closed,Lights are off,a,Two people enter on one scan
Security,8.2.4,Physical Threats,Access logs should be reviewed:,Never,Only annually,Regularly and after incidents,Only by visitors,c,Regularly and after incidents
Security,8.2.4,Physical Threats,Shoulder surfing is:,Viewing confidential info over someone’s shoulder,Walking quietly,Using ear protection,Cleaning screens,a,Viewing confidential info over someone’s shoulder
Security,8.2.4,Physical Threats,A control to reduce shoulder surfing is:,Brighter screens,Privacy filters on monitors,Turning screens to public areas,Bigger font sizes,b,Privacy filters on monitors
Security,8.2.4,Physical Threats,Reception desks handling PII should:,Have screens visible to queues,Use privacy screens and angled monitors,Display all data openly,Use public speakers,b,Use privacy screens and angled monitors
Security,8.2.4,Physical Threats,Environmental risks include:,"Heat, humidity, dust, water ingress",Only earthquakes,Only noise,Only darkness,a,"Heat, humidity, dust, water ingress"
Security,8.2.4,Physical Threats,Server rooms should maintain:,Random temperatures,Controlled temperature/humidity and filtration,Open windows,No sensors,b,Controlled temperature/humidity and filtration
Security,8.2.4,Physical Threats,Best protection from vandalism at entrances is:,No lighting,"CCTV, lighting, reinforced doors",Unattended access,Paper signs,b,"CCTV, lighting, reinforced doors"
Security,8.2.4,Physical Threats,Anti-tamper seals on cabinets help to:,Improve speed,Indicate unauthorized access attempts,Lower costs,Brighten lights,b,Indicate unauthorized access attempts
Security,8.2.4,Physical Threats,Perimeter security can include:,Shrubs only,"Fencing, bollards, secure gates",Welcome mats,Open car parks,b,"Fencing, bollards, secure gates"
Security,8.2.4,Physical Threats,Windows in secure areas should be:,Unlocked,Shatter-resistant or barred as needed,Wide open,Tinted only,b,Shatter-resistant or barred as needed
Security,8.2.4,Physical Threats,Delivery bays should be:,Unsupervised,Monitored and separated from core areas,Open to public,Code-free,b,Monitored and separated from core areas
Security,8.2.4,Physical Threats,Cable management and port security prevent:,Dust build-up,Easy tapping/rogue device insertion,Better décor,Longer cables,b,Easy tapping/rogue device insertion
Security,8.2.4,Physical Threats,Secure screen placement avoids:,User fatigue,Line-of-sight exposure of sensitive data,Printer jams,Slow logins,b,Line-of-sight exposure of sensitive data
Security,8.2.4,Physical Threats,Ruggedized devices are designed to:,Reduce screen size,"Withstand harsh conditions (shock, dust, moisture)",Be cheaper,Run slower,b,"Withstand harsh conditions (shock, dust, moisture)"
Security,8.2.4,Physical Threats,Poor robustness increases risk of:,Device survivability,Frequent failures and data loss,Better uptime,Higher MTBF,b,Frequent failures and data loss
Security,8.2.4,Physical Threats,"In warehouses, a rugged laptop helps to:",Improve colour accuracy,Survive drops and vibrations,Reduce security,Increase glare,b,Survive drops and vibrations
Security,8.2.4,Physical Threats,Protective cases and port covers mitigate:,Cyber attacks,Physical damage and ingress,Licensing issues,User training,b,Physical damage and ingress
Security,8.2.4,Physical Threats,Industrial environments benefit from:,Fanless sealed PCs with IP ratings,Open cases,Consumer tablets only,No filtration,a,Fanless sealed PCs with IP ratings
Security,8.2.4,Physical Threats,Shock-mounted racks in server rooms reduce:,Power bills,Vibration damage to equipment,User errors,Cable length,b,Vibration damage to equipment
Security,8.2.4,Physical Threats,Using SSDs instead of HDDs can:,Increase shock tolerance,Lower shock tolerance,Increase moving parts,Require more grease,a,Increase shock tolerance
Security,8.2.4,Physical Threats,A UPS primarily protects against:,Tailgating,Power loss and voltage spikes,Phishing,Malware,b,Power loss and voltage spikes
Security,8.2.4,Physical Threats,A disaster recovery plan should include:,Only IT contacts,"Alternate sites, backups, roles and runbooks",No communications,Just hope,b,"Alternate sites, backups, roles and runbooks"
Security,8.2.4,Physical Threats,Hot sites provide:,Immediate failover capability,Cheapest storage,No power,No networking,a,Immediate failover capability
Security,8.2.4,Physical Threats,Cold sites typically have:,Live systems ready,Space and power but minimal equipment,All data mirrored,Staff on site 24/7,b,Space and power but minimal equipment
Security,8.2.4,Physical Threats,Backups for disaster recovery should be:,Onsite only,"3-2-1: 3 copies, 2 media, 1 offsite",Never tested,Unencrypted,b,"3-2-1: 3 copies, 2 media, 1 offsite"
Security,8.2.4,Physical Threats,Geographic diversity of backups helps to:,Increase latency,Protect against regional disasters,Reduce redundancy,Confuse teams,b,Protect against regional disasters
Security,8.2.4,Physical Threats,Emergency power systems include:,Desk lamps,UPS and generators,LED signs,Coffee machines,b,UPS and generators
Security,8.2.4,Physical Threats,Evacuation drills are conducted to:,Improve décor,Ensure staff can exit safely and quickly,Save printer ink,Lower taxes,b,Ensure staff can exit safely and quickly
Security,8.2.4,Physical Threats,Critical spares on hand reduce:,Recovery time (MTTR),Humidity,Printer queues,Lunch breaks,a,Recovery time (MTTR)
Security,8.2.4,Physical Threats,Environmental sensors in server rooms detect:,Fonts,"Temperature, humidity, smoke, water",Windscreens,Passwords,b,"Temperature, humidity, smoke, water"
Security,8.2.4,Physical Threats,"To ensure plans work during disasters, organisations should:",Avoid testing,Run regular tabletop and live exercises,Hide procedures,Keep plans secret,b,Run regular tabletop and live exercises
Security,8.2.5,Security Impact,What is a common business impact of leaking sensitive data-,Improved brand reputation,Regulatory fines and lawsuits,Lower security costs,Faster onboarding,b,Regulatory fines and lawsuits
Security,8.2.5,Security Impact,Loss of sensitive data often leads to:,Customer churn and loss of trust,Higher NPS immediately,Automatic new sales,Faster product cycles,a,Customer churn and loss of trust
Security,8.2.5,Security Impact,Unauthorised access to digital systems can allow attackers to:,Improve firewall rules,Exfiltrate data or alter configurations,Reduce detection,Patch systems,b,Exfiltrate data or alter configurations
Security,8.2.5,Security Impact,A likely result of unauthorised access is:,Better audit trails,Privilege escalation and lateral movement,Lower risk,Automatic encryption,b,Privilege escalation and lateral movement
Security,8.2.5,Security Impact,Data corruption primarily impacts:,Data integrity and decision-making,Office layout,Screen brightness,Email signatures,a,Data integrity and decision-making
Security,8.2.5,Security Impact,Corrupted records in a finance system can cause:,Accurate reporting,Incorrect financial statements,Lower fraud risk,Faster close,b,Incorrect financial statements
Security,8.2.5,Security Impact,"Service disruption (e.g., DDoS) most directly causes:",Higher conversions,Reduced availability and lost revenue,Faster analytics,Improved UX,b,Reduced availability and lost revenue
Security,8.2.5,Security Impact,Extended downtime may lead to:,Improved SLAs,SLA breaches and compensation payments,Lower support tickets,Higher uptime SLAs,b,SLA breaches and compensation payments
Security,8.2.5,Security Impact,Unauthorised access to restricted physical areas can result in:,Better safety,"Theft, tampering, or sabotage",Lower insurance cost,Improved morale,b,"Theft, tampering, or sabotage"
Security,8.2.5,Security Impact,Physical breaches of server rooms can cause:,Faster backups,Direct hardware theft or data destruction,Cheaper power,More resilience,b,Direct hardware theft or data destruction
Security,8.2.5,Security Impact,A reputational impact of a breach is typically:,Increased public trust,Negative media coverage and brand damage,Guaranteed growth,Higher valuations,b,Negative media coverage and brand damage
Security,8.2.5,Security Impact,Regulatory non-compliance after a data leak may trigger:,Awards,Investigations and administrative penalties,Tax refunds,Automatic waivers,b,Investigations and administrative penalties
Security,8.2.5,Security Impact,Operational impact of ransomware includes:,Continuous operations,System lockout and operational standstill,Free upgrades,Lower costs,b,System lockout and operational standstill
Security,8.2.5,Security Impact,A data integrity incident typically requires:,No follow-up,Root-cause analysis and data restoration,Marketing only,Disabling backups,b,Root-cause analysis and data restoration
Security,8.2.5,Security Impact,Credential compromise often results in:,Reduced auditability,Unauthorised transactions or data access,No financial risk,Improved MFAs,b,Unauthorised transactions or data access
Security,8.2.5,Security Impact,Supply-chain disruption due to a provider outage can:,Improve SLA attainment,Cascade into your own service disruption,Have no effect,Guarantee resilience,b,Cascade into your own service disruption
Security,8.2.5,Security Impact,Loss of key logs/telemetry during an incident impacts:,Faster forensics,Ability to investigate and meet legal duties,Better visibility,Higher accuracy,b,Ability to investigate and meet legal duties
Security,8.2.5,Security Impact,Breach notification obligations often require:,Immediate deletion of all evidence,Timely communication to regulators/affected parties,Silence for 12 months,Only internal notes,b,Timely communication to regulators/affected parties
Security,8.2.5,Security Impact,Unauthorised access to HR systems may expose:,Cafeteria menu,"Personal data (e.g., NI numbers, addresses)",Public press releases,Office maps,b,"Personal data (e.g., NI numbers, addresses)"
Security,8.2.5,Security Impact,A direct cost of service disruption can be:,"Refunds, penalties, and lost sales",Lower churn,Higher uptime,Award nominations,a,"Refunds, penalties, and lost sales"
Security,8.4.1,CIA Triad,What does confidentiality ensure in the CIA triad-,Data is always public,Only authorised users can access data,Data loads faster,Data is always encrypted,b,Only authorised users can access data
Security,8.4.1,CIA Triad,A violation of confidentiality may result in:,Faster systems,Unauthorised access to private data,Improved trust,Stable uptime,b,Unauthorised access to private data
Security,8.4.1,CIA Triad,Confidentiality supports integrity by:,Making data editable by all,Preventing unauthorised tampering,Allowing public access,Deleting old records,b,Preventing unauthorised tampering
Security,8.4.1,CIA Triad,Data integrity means:,Data is available 24/7,Data has not been altered without authorisation,Data loads quickly,Data is encrypted,b,Data has not been altered without authorisation
Security,8.4.1,CIA Triad,A threat to integrity is:,Strong passwords,Hashing,Unauthorised modifications,Backups,c,Unauthorised modifications
Security,8.4.1,CIA Triad,Which technique helps verify integrity-,Hashing,Tailgating,Open Wi-Fi,Weak passwords,a,Hashing
Security,8.4.1,CIA Triad,Availability ensures:,Data is accessible when needed,Data is hidden forever,Data is low quality,Data is unmonitored,a,Data is accessible when needed
Security,8.4.1,CIA Triad,A DoS attack primarily impacts:,Confidentiality,Integrity,Availability,None,c,Availability
Security,8.4.1,CIA Triad,Integrity depends on confidentiality because:,Access control stops unauthorised changes,It makes data public,It reduces backups,It removes encryption,a,Access control stops unauthorised changes
Security,8.4.1,CIA Triad,"If availability is lost, users:",Cannot access systems or data,Get higher permissions,Gain full integrity,Improve security,a,Cannot access systems or data
Security,8.4.1,CIA Triad,A system with high confidentiality but low availability is:,Secure and always accessible,Private but frequently unusable,Fast and scalable,Publicly accessible,b,Private but frequently unusable
Security,8.4.1,CIA Triad,Integrity failure can occur when:,Checksums match,Data is altered without detection,Servers are redundant,Data is encrypted,b,Data is altered without detection
Security,8.4.1,CIA Triad,Availability supports integrity because:,"If systems are online, tampering cannot occur","If data is unavailable, integrity checks may fail","If systems run, then confidentiality is irrelevant","If data is online, it becomes public",b,"If data is unavailable, integrity checks may fail"
Security,8.4.1,CIA Triad,An example of maintaining availability is:,Backups and redundant servers,Sharing passwords,Allowing public access,Ignoring updates,a,Backups and redundant servers
Security,8.4.1,CIA Triad,The CIA triad components are:,"Confidentiality, Integrity, Availability","Control, Input, Access","Cloud, Internet, Applications","Confidentiality, Identity, Access",a,"Confidentiality, Integrity, Availability"
Security,8.4.2,IAA Model,Identification in a digital system refers to:,Verifying fingerprints,Recognising who the user claims to be,Granting admin rights,Encrypting data,b,Recognising who the user claims to be
Security,8.4.2,IAA Model,A common knowledge-based identification method is:,Fingerprint,Username,Keycard,Iris scan,b,Username
Security,8.4.2,IAA Model,Possession-based identification requires:,A physical item such as a token or smart card,A long password,Facial recognition,An email address,a,A physical item such as a token or smart card
Security,8.4.2,IAA Model,A drawback of possession-based identification is:,Tokens can be lost or stolen,Biometrics cannot be changed,Users forget passphrases,Too much entropy,a,Tokens can be lost or stolen
Security,8.4.2,IAA Model,Biometric identification relies on:,Something you know,Something you have,Something you are,Something you download,c,Something you are
Security,8.4.2,IAA Model,A benefit of biometric identification is:,It can be shared easily,Low accuracy,Difficult to forge compared to passwords,Never requires hardware,c,Difficult to forge compared to passwords
Security,8.4.2,IAA Model,Authentication occurs when the system:,Recognises who the user claims to be,Verifies the identity provided during identification,Assigns permissions,Logs all activity,b,Verifies the identity provided during identification
Security,8.4.2,IAA Model,Which of the following is part of multi-factor authentication-,Two unrelated verification methods,Only a username,Only one strong password,A public Wi-Fi login,a,Two unrelated verification methods
Security,8.4.2,IAA Model,Passwords are a form of:,Possession factor,Knowledge factor,Biometric factor,Hardware factor,b,Knowledge factor
Security,8.4.2,IAA Model,A drawback of passwords is:,They are unique per user,They can be guessed or cracked,They require no memory,They cannot be changed,b,They can be guessed or cracked
Security,8.4.2,IAA Model,Biometric authentication verifies:,What you have,What you know,What you are,Where you are,c,What you are
Security,8.4.2,IAA Model,Authorisation ensures:,Users can access only permitted resources,Passwords never expire,Servers always stay online,All users get admin access,a,Users can access only permitted resources
Security,8.4.2,IAA Model,Role-based access control (RBAC) assigns permissions based on:,Age,The user’s job role,Wi-Fi speed,Browser type,b,The user’s job role
Security,8.4.2,IAA Model,Access Control Lists (ACLs) define:,General company rules,Who can access specific resources,Electricity usage,Website colour schemes,b,Who can access specific resources
Security,8.4.2,IAA Model,A drawback of ACLs is:,They are simple to manage at scale,They can become large and hard to maintain,They cannot specify permissions,They remove all security,b,They can become large and hard to maintain
Security,8.4.2,IAA Model,Accountability in IAAA ensures:,Users stay anonymous,Actions are traceable to responsible users,Passwords do not expire,Data is always encrypted,b,Actions are traceable to responsible users
Security,8.4.2,IAA Model,Audit logs are used to:,Speed up the system,Record system and user activity for review,Delete old data,Assign new roles automatically,b,Record system and user activity for review
Security,8.4.2,IAA Model,A benefit of audit logging is:,Harder investigations,No trace of actions,Improved incident response and evidence collection,Users can bypass controls,c,Improved incident response and evidence collection
Security,8.4.2,IAA Model,User activity monitoring helps detect:,Harmless actions only,Unusual or unauthorised behaviour,Printer issues,File formatting errors,b,Unusual or unauthorised behaviour
Security,8.4.2,IAA Model,A potential drawback of user monitoring is:,More transparency,Privacy concerns if misused,Better security posture,Fewer breaches,b,Privacy concerns if misused
